Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,29-07-2011,2091828.4,0,73.4,3.117,180.133524,6.102
1,05-08-2011,2097818.77,0,80.25,3.232,186.56863,9.215
1,12-08-2011,2034293.68,0,75.58,3.25,178.508356,7.115
1,19-08-2011,2405424.54,0,78.14,3.077,170.983406,9.173
1,26-08-2011,1990051.03,0,80.17,3.325,177.782014,8.38
1,02-09-2011,2301446.92,0,57.26,3.067,178.819948,8.093
1,09-09-2011,2514760.55,1,67.36,3.144,185.133072,9.169
1,16-09-2011,2244721.8,0,75.92,3.074,184.724779,10.612
1,23-09-2011,2240292.45,0,69.36,3.451,183.500213,7.548
1,30-09-2011,2288077.15,0,64.14,2.935,190.846283,8.223
1,07-10-2011,2131759.95,0,57.83,3.194,184.548611,7.549
1,14-10-2011,2069365.57,0,57.52,3.114,184.812616,5.651
1,21-10-2011,2201949.49,0,62.34,3.234,189.424384,8.406
1,28-10-2011,2028275.65,0,56.8,3.334,189.97458,10.155
1,04-11-2011,2899486.18,0,44.61,3.113,191.03515,5.35
1,11-11-2011,2383737.53,0,52.79,3.101,191.674378,10.854
1,18-11-2011,2311957.11,0,44.39,3.394,196.566611,8.821
1,25-11-2011,3325417.51,1,46.78,3.344,188.71434,8.115
1,02-12-2011,2846061.35,0,40.03,3.235,189.995535,7.574
1,09-12-2011,2685819.75,0,50.45,3.436,191.502749,9.187
1,16-12-2011,2669602.45,0,26.78,3.261,193.92426,9.641
1,23-12-2011,2802878.37,0,24.73,3.358,198.385795,6.465
1,30-12-2011,3363939.09,1,43.8,3.343,192.793794,8.327
1,06-01-2012,2078674.69,0,29.86,3.35,193.541783,8.381
1,13-01-2012,2013457.07,0,42.72,3.281,194.492331,7.328
1,20-01-2012,2025509.83,0,43.13,3.418,206.71265,7.086
1,27-01-2012,1842574.42,0,36.02,3.49,193.573755,5.514
1,03-02-2012,1921307.16,0,31.25,3.74,199.373379,7.928
1,10-02-2012,2811747.6,1,39.5,3.21,192.719348,9.684
1,17-02-2012,1795894.42,0,37.25,3.398,205.596832,6.084
1,24-02-2012,2206612.43,0,44.43,3.31,205.086407,5.435
1,02-03-2012,2100549.5,0,51.77,3.597,197.432104,6.232
1,09-03-2012,2097350.37,0,41.25,3.392,202.190509,6.394
1,16-03-2012,2229763.76,0,47.06,3.585,193.698551,6.675
1,23-03-2012,2194776.46,0,43.21,3.407,203.625873,7.83
1,30-03-2012,2047631.54,0,48.9,3.322,207.693081,7.536
1,06-04-2012,2151268.71,0,73.42,3.282,211.96389,4.97
1,13-04-2012,1875545.61,0,50.56,3.28,206.738789,7.898
1,20-04-2012,2101794.02,0,57.1,3.544,210.5857,6.261
1,27-04-2012,2089164.86,0,57.58,3.546,203.255545,7.477
1,04-05-2012,2138270.43,0,63.77,3.373,208.311911,7.415
1,11-05-2012,2197103.61,0,61.68,3.438,207.371402,8.338
1,18-05-2012,2019439.8,0,69.41,3.537,217.448769,6.496
1,25-05-2012,2055096.57,0,62.38,3.257,218.739519,6.241
1,01-06-2012,2137048.13,0,68.66,3.606,204.213238,9.216
1,08-06-2012,2039482.15,0,74.73,3.67,211.159894,7.105
1,15-06-2012,2369001.55,0,79.85,3.276,205.273059,8.163
1,22-06-2012,2055704.83,0,78.6,3.296,215.472605,9.404
1,29-06-2012,2375716.97,0,79.54,3.696,221.73996,8.392
1,06-07-2012,2200514.09,0,86.84,3.615,202.263281,7.009
1,13-07-2012,2289370.53,0,78.33,3.355,210.195023,5.984
1,20-07-2012,2348388.42,0,71.48,3.886,213.987721,7.41
1,27-07-2012,2248164.33,0,78.55,3.601,229.010213,7.198
1,03-08-2012,2284803.4,0,75.78,3.586,225.763094,6.646
1,10-08-2012,2367477.18,0,84.25,3.515,220.77043,8.224
1,17-08-2012,2220777.31,0,70.58,3.499,217.070099,7.156
1,24-08-2012,2221255.17,0,81.07,3.416,220.907982,7.82
1,31-08-2012,2214340.9,0,86.48,3.75,222.002194,7.119
1,07-09-2012,2423385.37,1,74.58,3.664,221.763489,5.891
1,14-09-2012,2012555.08,0,78.32,3.635,224.512399,7.175
1,21-09-2012,2150615.35,0,77.63,3.572,222.2848,6.664
1,28-09-2012,2093791.74,0,70.14,3.691,220.109753,8.361
1,05-10-2012,2037480.53,0,58.88,3.6,230.437687,7.28
1,12-10-2012,2276460.39,0,51.09,3.715,228.350252,7.145
1,19-10-2012,2281240.83,0,56.9,3.895,236.095889,6.679
1,26-10-2012,2094904.54,0,68.72,3.929,222.686399,6.601
2,05-02-2010,2239338.15,0,31.96,2.342,116.331608,8.793
2,12-02-2010,2939725.14,1,36.72,2.501,130.073398,8.856
2,19-02-2010,2229213.35,0,45.0,2.76,119.5488,10.032
2,26-02-2010,2221796.69,0,34.67,2.43,134.042985,11.358
2,05-03-2010,2384028.11,0,43.01,2.604,126.036088,10.549
2,12-03-2010,2499216.67,0,38.91,2.774,138.475892,9.282
2,19-03-2010,2412585.22,0,49.72,2.601,133.488526,11.884
2,26-03-2010,2444501.76,0,43.21,2.352,127.240455,9.82
2,02-04-2010,2736886.16,0,54.89,2.601,131.512291,11.021
2,09-04-2010,2845965.98,0,54.81,2.502,137.514511,10.493
2,16-04-2010,2746079.93,0,61.5,2.53,135.946281,10.899
2,23-04-2010,2595010.09,0,61.04,2.752,139.538786,11.151
2,30-04-2010,2570339.47,0,57.0,2.623,140.424153,8.931
2,07-05-2010,2529653.31,0,65.64,2.613,141.483168,9.918
2,14-05-2010,2482724.47,0,59.84,2.729,139.017631,11.87
2,21-05-2010,2431065.13,0,69.31,2.663,144.376777,9.59
2,28-05-2010,2518610.07,0,71.65,2.662,134.956643,9.858
2,04-06-2010,2535448.08,0,79.05,2.371,142.713187,9.163
2,11-06-2010,2679123.27,0,74.65,2.708,146.415033,9.557
2,18-06-2010,2386123.63,0,75.56,2.475,138.398012,10.25
2,25-06-2010,2727526.0,0,79.46,2.583,133.584492,10.453
2,02-07-2010,2639313.85,0,75.12,2.659,143.851652,8.332
2,09-07-2010,2835125.26,0,81.73,2.721,140.178435,9.891
2,16-07-2010,2593724.77,0,80.62,2.836,140.369037,10.023
2,23-07-2010,2575808.41,0,84.06,2.77,145.632053,9.944
2,30-07-2010,2512071.02,0,83.94,2.897,145.93954,8.445
2,06-08-2010,2477368.95,0,82.25,2.605,137.390462,9.138
2,13-08-2010,2375879.23,0,79.91,2.488,147.704624,8.799
2,20-08-2010,2633511.84,0,78.34,2.731,144.715245,8.724
2,27-08-2010,2852674.17,0,77.02,2.897,140.811576,9.764
2,03-09-2010,2558529.07,0,71.85,2.666,145.662411,8.967
2,10-09-2010,3726570.9,1,71.86,2.839,156.586447,8.473
2,17-09-2010,2494739.89,0,70.38,2.756,147.482563,8.597
2,24-09-2010,2518815.51,0,65.62,2.925,152.193472,8.814
2,01-10-2010,2424821.73,0,61.65,2.666,158.836124,9.645
2,08-10-2010,2549563.18,0,64.09,2.707,155.920574,9.38
2,15-10-2010,2632682.43,0,58.81,3.0,153.181543,11.427
2,22-10-2010,2438203.73,0,61.23,2.656,149.227635,9.842
2,29-10-2010,2660667.68,0,77.79,2.804,147.90736,9.956
2,05-11-2010,3503715.41,0,51.39,2.752,154.330702,10.273
2,12-11-2010,3443230.49,0,36.81,2.7,146.162994,11.163
2,19-11-2010,3167109.31,0,44.56,2.964,155.567702,9.673
2,26-11-2010,3794565.35,1,50.96,2.892,152.619104,8.447
2,03-12-2010,3497789.3,0,45.04,2.942,154.216858,9.87
2,10-12-2010,2784860.8,0,35.83,2.701,150.295823,10.238
2,17-12-2010,3364231.33,0,40.86,2.889,151.05357,10.052
2,24-12-2010,3110952.21,0,47.0,3.014,156.424571,8.686
2,31-12-2010,3903732.88,1,37.46,2.949,165.360825,8.711
2,07-01-2011,2414585.46,0,34.57,2.897,163.204581,9.045
2,14-01-2011,2352311.36,0,28.79,2.883,162.507686,8.383
2,21-01-2011,2354980.23,0,40.5,2.972,165.955086,6.055
2,28-01-2011,2166712.76,0,37.42,2.787,164.885676,9.207
2,04-02-2011,2207842.13,0,36.86,2.969,166.713975,9.405
2,11-02-2011,3126601.47,1,39.85,2.877,163.40043,9.086
2,18-02-2011,2331864.41,0,41.83,2.782,171.929395,7.721
2,25-02-2011,2513200.15,0,36.49,3.013,171.637446,9.411
2,04-03-2011,2559517.02,0,37.89,2.83,170.39544,9.395
2,11-03-2011,2614386.57,0,51.81,3.172,164.55314,8.925
2,18-03-2011,2356227.92,0,40.33,2.74,162.133623,10.336
2,25-03-2011,2279444.45,0,46.18,2.801,164.253871,8.932
2,01-04-2011,2406310.87,0,64.54,3.234,156.712563,8.058
2,08-04-2011,2519367.56,0,64.76,2.944,168.557666,7.564
2,15-04-2011,2284611.82,0,66.67,2.747,180.999738,9.424
2,22-04-2011,2612686.38,0,61.45,2.991,172.016367,8.489
2,29-04-2011,2594653.75,0,57.8,2.895,166.402382,7.673
2,06-05-2011,2657202.61,0,64.3,2.759,173.438739,10.151
2,13-05-2011,2628679.11,0,64.38,2.816,171.482506,8.456
2,20-05-2011,2371682.87,0,71.31,3.339,173.96456,8.755
2,27-05-2011,2377152.07,0,76.38,3.059,170.657631,8.637
2,03-06-2011,2686644.07,0,81.26,3.086,174.454707,7.85
2,10-06-2011,2568496.26,0,84.9,3.042,173.574433,9.283
2,17-06-2011,2514906.4,0,83.37,3.052,181.88906,7.837
2,24-06-2011,2710897.68,0,91.34,2.919,178.971464,7.755
2,01-07-2011,2672411.17,0,81.22,3.119,176.313941,9.432
2,08-07-2011,2949795.06,0,90.76,2.868,179.320169,8.445
2,15-07-2011,2492870.8,0,91.83,3.381,175.679611,8.996
2,22-07-2011,2870364.29,0,75.4,3.031,176.214033,8.208
2,29-07-2011,2694989.11,0,72.66,3.196,184.013799,6.391
2,05-08-2011,2578526.9,0,87.37,2.973,188.908316,8.783
2,12-08-2011,2419639.96,0,79.67,3.247,181.624782,8.881
2,19-08-2011,2388476.77,0,81.02,2.959,181.387926,7.418
2,26-08-2011,2416604.72,0,87.42,3.343,185.689047,7.208
2,02-09-2011,2479345.01,0,79.28,3.209,194.939305,8.673
2,09-09-2011,2997099.28,1,71.09,3.303,188.82547,7.473
2,16-09-2011,2330701.32,0,60.98,3.281,179.224426,6.085
2,23-09-2011,2585852.7,0,86.96,3.212,189.633013,8.299
2,30-09-2011,2514481.17,0,77.51,3.178,187.476822,8.518
2,07-10-2011,2431018.94,0,65.95,3.204,183.060435,8.711
2,14-10-2011,2397678.85,0,60.17,3.237,192.967939,8.629
2,21-10-2011,2527626.63,0,64.91,3.455,191.026814,8.143
2,28-10-2011,2338008.58,0,53.61,3.209,185.889502,7.925
2,04-11-2011,2953583.4,0,51.18,3.253,192.068872,8.155
2,11-11-2011,2902887.37,0,40.74,3.362,197.989418,9.289
2,18-11-2011,2978342.78,0,56.94,3.303,189.349535,7.436
2,25-11-2011,3672162.26,1,38.79,3.426,194.231901,10.317
2,02-12-2011,3174990.12,0,43.94,3.221,186.578357,9.215
2,09-12-2011,3463408.64,0,37.82,3.279,191.175043,7.971
2,16-12-2011,3233274.53,0,31.29,3.165,193.677473,6.005
2,23-12-2011,3752415.56,0,30.84,3.316,200.372557,7.081
2,30-12-2011,3975630.92,1,36.74,3.23,200.430293,7.317
2,06-01-2012,2642359.3,0,34.47,3.477,202.98291,9.117
2,13-01-2012,2455012.36,0,44.37,3.352,192.862281,8.341
2,20-01-2012,2229013.06,0,33.63,3.369,198.513478,7.405
2,27-01-2012,2206687.9,0,29.17,3.544,194.743501,6.792
2,03-02-2012,2468487.0,0,39.7,3.267,194.81871,8.698
2,10-02-2012,3051718.09,1,33.46,3.168,206.933242,7.475
2,17-02-2012,2277380.17,0,41.85,3.573,197.209084,7.815
2,24-02-2012,2159025.28,0,43.57,3.406,202.168136,9.284
2,02-03-2012,2620506.36,0,51.23,3.567,199.699712,6.895
2,09-03-2012,2391563.24,0,36.2,3.723,196.707734,7.492
2,16-03-2012,2505912.52,0,49.84,3.545,207.225444,7.109
2,23-03-2012,2522878.85,0,49.7,3.394,211.659106,8.162
2,30-03-2012,2657051.29,0,51.98,3.616,205.226786,6.354
2,06-04-2012,2608206.3,0,54.09,3.369,207.952799,8.868
2,13-04-2012,2552966.82,0,59.85,3.712,206.924046,10.21
2,20-04-2012,2634215.61,0,47.44,3.578,208.325372,8.877
2,27-04-2012,2650883.13,0,57.17,3.29,206.073765,6.716
2,04-05-2012,2466162.23,0,71.53,3.732,209.791539,6.35
2,11-05-2012,2618548.79,0,75.18,3.399,207.847397,7.539
2,18-05-2012,2437408.36,0,71.89,3.48,211.314445,6.616
2,25-05-2012,2489544.81,0,72.33,3.451,218.550903,7.083
2,01-06-2012,2486897.69,0,86.74,3.768,206.860857,8.628
2,08-06-2012,2556402.17,0,74.69,3.908,208.493447,7.625
2,15-06-2012,2977283.89,0,89.32,3.777,216.796188,6.795
2,22-06-2012,2855353.45,0,73.09,3.54,211.862364,6.945
2,29-06-2012,2868891.31,0,82.09,3.133,217.417271,6.946
2,06-07-2012,2555092.39,0,81.5,3.539,221.679137,7.987
2,13-07-2012,2784556.05,0,85.46,3.845,209.427738,6.986
2,20-07-2012,2723379.04,0,79.77,3.737,224.933421,8.858
2,27-07-2012,2448917.91,0,74.95,3.503,220.066985,5.398
2,03-08-2012,2586846.75,0,86.2,3.562,215.06494,7.674
2,10-08-2012,2533975.18,0,88.34,3.433,217.350171,7.457
2,17-08-2012,2507149.11,0,62.77,3.584,222.808577,8.009
2,24-08-2012,2616355.85,0,73.41,3.675,216.139804,7.563
2,31-08-2012,2582587.35,0,74.14,3.491,221.481406,6.968
2,07-09-2012,2974410.47,1,81.41,3.554,220.335497,7.269
2,14-09-2012,2398779.68,0,61.42,3.487,222.340282,7.234
2,21-09-2012,2670739.07,0,72.58,3.633,218.784134,8.01
2,28-09-2012,2431597.4,0,65.34,3.743,215.83771,9.52
2,05-10-2012,2580144.79,0,62.09,3.545,221.626473,6.657
2,12-10-2012,2488897.36,0,63.8,3.607,228.989604,9.726
2,19-10-2012,2526071.25,0,60.91,3.74,233.658923,6.959
2,26-10-2012,2447893.84,0,52.4,3.683,223.058798,9.031
3,05-02-2010,2216028.21,0,50.34,2.503,122.359985,9.817
3,12-02-2010,3102851.89,1,33.75,2.432,132.50897,9.211
3,19-02-2010,2158916.84,0,36.49,2.473,119.582647,10.841
3,26-02-2010,2100859.28,0,32.16,2.524,133.289846,10.442
3,05-03-2010,2496851.81,0,44.59,2.259,129.800462,10.279
3,12-03-2010,2505724.34,0,55.13,2.622,133.323455,9.703
3,19-03-2010,2147413.54,0,48.71,2.698,133.477609,10.708
3,26-03-2010,2257903.36,0,46.41,2.631,128.162568,9.337
3,02-04-2010,2359288.68,0,62.57,2.537,125.778458,9.096
3,09-04-2010,2346897.46,0,59.15,2.612,134.900183,9.817
3,16-04-2010,2356107.81,0,57.73,2.756,140.154717,8.601
3,23-04-2010,2284612.05,0,58.2,2.552,142.656921,9.993
3,30-04-2010,2208980.08,0,61.58,2.641,135.912573,11.556
3,07-05-2010,2370083.35,0,66.18,2.316,134.263914,11.033
3,14-05-2010,2309458.68,0,54.56,2.543,140.753652,10.252
3,21-05-2010,2206273.32,0,64.61,2.564,133.175942,7.656
3,28-05-2010,2429438.75,0,75.54,2.406,143.408076,9.561
3,04-06-2010,2676744.21,0,72.58,2.691,131.992913,10.831
3,11-06-2010,2417823.33,0,81.15,2.575,142.475069,10.998
3,18-06-2010,2594705.75,0,72.0,2.558,141.856253,9.781
3,25-06-2010,2596766.93,0,82.0,2.486,144.157177,9.853
3,02-07-2010,2551370.16,0,81.2,2.53,146.220718,9.439
3,09-07-2010,2495326.2,0,81.62,2.656,136.671788,9.317
3,16-07-2010,2555470.53,0,85.08,2.654,145.777968,10.133
3,23-07-2010,2523795.19,0,78.84,2.8,140.850833,9.836
3,30-07-2010,2372029.31,0,80.66,2.657,143.385419,9.172
3,06-08-2010,2441419.38,0,70.3,2.56,138.842804,10.405
3,13-08-2010,2568463.07,0,79.37,2.701,145.23138,10.595
3,20-08-2010,2203155.44,0,81.43,2.881,148.08589,9.602
3,27-08-2010,2471402.49,0,63.78,2.845,143.009342,7.561
3,03-09-2010,2404133.48,0,80.24,2.731,151.743394,10.983
3,10-09-2010,3219617.66,1,72.45,2.52,146.448009,8.506
3,17-09-2010,2635799.48,0,70.94,2.787,151.135049,9.372
3,24-09-2010,2570466.21,0,68.26,2.806,145.36457,7.988
3,01-10-2010,2251103.06,0,59.78,2.721,146.314119,7.88
3,08-10-2010,2325145.54,0,50.97,2.908,150.887723,7.808
3,15-10-2010,2294468.81,0,55.49,2.85,157.877077,7.37
3,22-10-2010,2354022.5,0,59.04,2.911,152.940109,8.472
3,29-10-2010,2294490.33,0,55.22,2.98,152.679985,11.104
3,05-11-2010,3276164.6,0,43.75,2.6,144.257029,7.598
3,12-11-2010,3124402.59,0,53.37,2.763,154.705993,10.773
3,19-11-2010,2949320.61,0,35.09,2.736,153.615677,8.153
3,26-11-2010,3480794.47,1,46.99,3.036,161.156111,10.295
3,03-12-2010,2572034.95,0,39.24,2.975,157.977623,9.734
3,10-12-2010,2934515.61,0,33.53,2.615,153.541384,11.755
3,17-12-2010,2671131.5,0,26.24,2.988,161.745832,10.343
3,24-12-2010,3563433.19,0,33.53,2.744,152.694899,8.769
3,31-12-2010,4217604.09,1,37.19,3.016,162.834576,7.265
3,07-01-2011,2389992.18,0,39.68,2.755,166.976546,8.74
3,14-01-2011,2039188.17,0,33.15,3.028,166.817278,10.368
3,21-01-2011,2155433.46,0,30.72,3.086,155.048004,7.322
3,28-01-2011,2373435.53,0,34.84,2.97,157.616318,9.354
3,04-02-2011,2155010.11,0,35.15,2.921,164.409928,7.811
3,11-02-2011,2932792.85,1,41.37,2.9,166.547709,8.554
3,18-02-2011,1923020.7,0,29.08,3.032,153.567431,9.05
3,25-02-2011,1983487.72,0,41.83,3.037,155.45625,8.303
3,04-03-2011,2241943.94,0,44.27,2.945,162.800386,6.846
3,11-03-2011,2455705.6,0,41.56,3.014,176.230553,7.885
3,18-03-2011,2001569.88,0,46.28,3.152,176.351178,7.554
3,25-03-2011,2422239.07,0,45.21,2.979,180.480458,7.259
3,01-04-2011,2389223.67,0,60.81,3.166,168.447958,9.049
3,08-04-2011,2300373.81,0,59.61,2.96,171.765202,8.351
3,15-04-2011,2407726.64,0,57.82,3.189,169.099675,6.926
3,22-04-2011,2531183.75,0,52.57,2.931,167.077638,10.053
3,29-04-2011,2060482.32,0,76.83,3.195,171.871439,8.602
3,06-05-2011,2397106.32,0,71.13,3.142,174.232568,8.726
3,13-05-2011,2330801.72,0,67.09,3.025,177.822697,9.209
3,20-05-2011,1950914.38,0,71.94,3.091,172.759603,8.206
3,27-05-2011,2515532.24,0,73.69,2.955,175.587709,7.602
3,03-06-2011,2331229.69,0,72.63,2.976,171.573682,9.409
3,10-06-2011,2532585.58,0,81.1,2.991,177.110662,9.332
3,17-06-2011,2611815.18,0,81.51,3.163,171.815077,8.722
3,24-06-2011,2465470.28,0,73.53,3.003,175.627057,7.697
3,01-07-2011,2483129.35,0,82.18,3.204,174.732606,8.249
3,08-07-2011,2582451.1,0,87.63,2.88,173.934628,7.678
3,15-07-2011,2396289.36,0,81.07,3.234,177.055597,9.06
3,22-07-2011,2577736.08,0,74.56,3.147,180.533738,9.766
3,29-07-2011,2267805.39,0,82.05,3.297,190.783598,7.094
3,05-08-2011,2276473.08,0,81.13,2.989,184.456368,9.207
3,12-08-2011,2444819.6,0,81.42,3.368,175.466628,8.408
3,19-08-2011,2265388.98,0,85.34,2.896,181.803637,8.657
3,26-08-2011,2237128.37,0,76.24,3.182,187.418839,7.268
3,02-09-2011,2250176.13,0,78.75,3.147,179.454962,9.008
3,09-09-2011,2860571.74,1,71.04,3.338,182.910654,9.015
3,16-09-2011,2361573.81,0,83.89,3.44,178.100777,8.76
3,23-09-2011,2258090.9,0,73.15,3.224,180.163624,9.275
3,30-09-2011,2400262.58,0,70.29,3.156,186.838745,8.604
3,07-10-2011,2355409.68,0,43.0,3.233,179.631751,7.965
3,14-10-2011,2178568.5,0,51.5,3.424,185.938002,7.757
3,21-10-2011,2441083.92,0,57.78,3.562,186.872663,8.498
3,28-10-2011,2509542.48,0,69.61,3.144,186.847245,9.386
3,04-11-2011,3136527.09,0,57.29,3.149,190.597829,7.943
3,11-11-2011,2715317.75,0,48.71,3.043,184.666586,7.852
3,18-11-2011,2689591.31,0,47.54,3.283,193.725274,8.007
3,25-11-2011,3804389.63,1,52.31,3.355,191.832349,8.701
3,02-12-2011,2925891.19,0,38.61,3.53,186.238031,6.539
3,09-12-2011,2804954.78,0,38.31,3.332,194.352633,7.763
3,16-12-2011,3219378.4,0,37.38,3.068,192.952896,9.627
3,23-12-2011,2940760.37,0,39.38,3.133,191.449661,7.569
3,30-12-2011,3833570.25,1,39.95,3.275,188.740135,9.501
3,06-01-2012,2044526.51,0,27.45,3.304,198.261862,8.889
3,13-01-2012,2141746.6,0,28.47,3.324,196.81868,8.466
3,20-01-2012,2509143.28,0,35.04,3.327,195.541444,7.68
3,27-01-2012,2370229.95,0,31.62,3.352,197.024226,6.607
3,03-02-2012,2175507.37,0,41.53,3.133,201.038136,9.842
3,10-02-2012,2841180.3,1,41.29,3.294,199.559979,8.369
3,17-02-2012,2023113.27,0,40.93,3.66,199.171355,8.496
3,24-02-2012,1983669.25,0,39.39,3.217,200.793417,9.317
3,02-03-2012,2473128.78,0,46.76,3.501,195.177499,7.039
3,09-03-2012,2237586.33,0,50.82,3.522,201.454646,6.84
3,16-03-2012,2385964.76,0,45.08,3.304,204.618045,6.934
3,23-03-2012,2172077.31,0,39.94,3.191,204.859937,7.822
3,30-03-2012,2404038.79,0,51.53,3.619,201.360346,8.057
3,06-04-2012,2171624.2,0,66.27,3.262,201.470573,7.032
3,13-04-2012,2179719.14,0,58.2,3.489,204.773211,6.068
3,20-04-2012,2667355.85,0,61.3,3.86,202.394034,8.545
3,27-04-2012,2500986.51,0,56.26,3.685,205.091831,7.206
3,04-05-2012,1911921.66,0,70.45,3.283,205.064576,6.519
3,11-05-2012,2343442.23,0,70.66,3.492,212.065689,8.79
3,18-05-2012,2343780.16,0,65.13,3.642,214.40202,8.244
3,25-05-2012,2263533.15,0,70.54,3.523,215.178729,6.91
3,01-06-2012,2238819.81,0,80.09,3.442,207.236844,7.496
3,08-06-2012,2477415.5,0,71.86,3.369,207.569528,8.658
